Subject,Country,Value,Frequency
Total,Colombia,6.190648,Annual
Total,Israel,0.001808518,Annual
Energy,Australia,7.324251,Annual
Energy,Denmark,0.04908274,Annual
Energy,Finland,-3.713519,Annual
Energy,Iceland,21.6826,Annual
Energy,Japan,-2.494074,Annual
Energy,Mexico,28.63647,Annual
Energy,Poland,9.091666,Annual
Energy,Chile,-12.55903,Annual
Energy,G7,3.45585,Annual
Energy,Luxembourg,51.42535,Annual
Energy,Switzerland,25.08813,Annual
Energy,Estonia,49.59877,Annual
Food,Belgium,2.159577,Annual
Food,Greece,0.6149968,Annual
Food,Ireland,7.247779,Annual
Food,Japan,2.059431,Annual
Food,Mexico,16.0247,Annual
Food,Sweden,14.62161,Annual
Food,Switzerland,-0.1373351,Annual
Food,Israel,2.075536,Annual
Food,OECD - Europe,5.137652,Annual
Food,Portugal,2.012276,Annual
"Total less food, less energy",Luxembourg,2.387581,Annual
"Total less food, less energy",Mexico,15.93008,Annual
"Total less food, less energy",OECD - Europe,6.959482,Annual
"Total less food, less energy",Switzerland,-0.325866,Annual
"Total less food, less energy",Germany,0.8416129,Annual
"Total less food, less energy",Austria,1.777945,Annual
"Total less food, less energy",Hungary,1.998104,Annual
"Total less food, less energy",Japan,1.978172,Annual
"Total less food, less energy",Portugal,26.58619,Annual
"Total less food, less energy",Israel,22.10224,Annual
"Total less food, less energy",G7,21.90945,Annual
Total,Austria,2.061207,Annual
Total,France,2.812862,Annual
Total,New Zealand,3.754941,Annual
Total,Norway,1.286585,Annual
Total,United States,6.501684,Annual
Total,Chile,2.557545,Annual
Total,Colombia,28.14007,Annual
Total,Belgium,31.4639,Annual
Total,Iceland,0.0310028,Annual
Total,New Zealand,5.273898,Annual
Total,Spain,57.14648,Annual
Total,Indonesia,58.72105,Annual
Energy,Austria,-4.433333,Annual
Energy,Hungary,17.07276,Annual
Energy,United States,0.2716337,Annual
Energy,Estonia,9.314116,Annual
Energy,G7,6.570209,Annual
Energy,Canada,44.62225,Annual
Energy,Italy,4.783816,Annual
Energy,New Zealand,13.0095,Annual
Energy,Israel,10.76982,Annual
Energy,OECD - Total,59.16153,Annual
Energy,G7,55.3147,Annual
Food,Denmark,5.279503,Annual
Food,Germany,6.076665,Annual
Food,Iceland,3.270659,Annual
Food,Mexico,4.448878,Annual
Food,Sweden,7.177501,Annual
Food,Switzerland,-0.9789513,Annual
Food,China (People's Republic of),12.3,Annual
Food,Slovenia,7.512674,Annual
Food,Greece,18.40067,Annual
Food,New Zealand,52.76813,Annual
Food,South Africa,15.34077,Annual
Food,Argentina,46.96305,Annual
"Total less food, less energy",Chile,3.315176,Annual
"Total less food, less energy",Switzerland,1.385518,Annual
"Total less food, less energy",Norway,7.674603,Annual
"Total less food, less energy",Austria,1.769629,Annual
"Total less food, less energy",Estonia,3.886494,Annual
"Total less food, less energy",Costa Rica,4.813613,Annual
"Total less food, less energy",France,37.20024,Annual
"Total less food, less energy",Turkey,0.9177439,Annual
Total,Czech Republic,2.853124,Annual
Total,Finland,-0.207932,Annual
Total,Greece,0.1390821,Annual
Total,Italy,1.219992,Annual
Total,Netherlands,0.5668608,Annual
Total,New Zealand,11.02251,Annual
Total,Slovak Republic,5.775833,Annual
Total,India,5.748425,Annual
Total,Costa Rica,19.03975,Annual
Total,Greece,7.825378,Annual
Total,Luxembourg,14.65308,Annual
Total,Spain,2.18037,Annual
Total,Turkey,59.34948,Annual
Total,Chile,0.2635882,Annual
Total,South Africa,2.4838,Annual
Total,European Union – 27 countries (from 01/02/2020),2.4,Annual
Energy,Denmark,11.90885,Annual
Energy,Japan,-7.930946,Annual
Energy,Portugal,6.028116,Annual
Energy,United States,1.466826,Annual
Energy,Euro area (19 countries),-7.9,Annual
Energy,Japan,33.64181,Annual
Energy,Turkey,2.469776,Annual
Food,Ireland,1.055677,Annual
Food,Mexico,3.752854,Annual
Food,Poland,6.116667,Annual
Food,Switzerland,5.718598,Annual
Food,OECD - Europe,10.27091,Annual
Food,Italy,59.58767,Annual
Food,Mexico,13.2377,Annual
"Total less food, less energy",Canada,2.435717,Annual
"Total less food, less energy",Latvia,4.483623,Annual
"Total less food, less energy",Denmark,2.16001,Annual
"Total less food, less energy",Czech Republic,3.691306,Annual
"Total less food, less energy",Finland,11.6568,Annual
"Total less food, less energy",France,22.95753,Annual
"Total less food, less energy",New Zealand,24.66149,Annual
"Total less food, less energy",Israel,22.10224,Annual
Total,Canada,10.12922,Annual
Total,Japan,-0.3416667,Annual
Total,Netherlands,2.360522,Annual
Total,Portugal,21.1419,Annual
Total,India,1.779876,Annual
Total,Slovenia,1.738609,Annual
Total,Australia,5.943812,Annual
Total,Finland,7.128419,Annual
Total,Greece,1.271219,Annual
Total,Mexico,13.94689,Annual
Total,Spain,3.327306,Annual
Total,Brazil,2.454162e-09,Annual
Energy,Belgium,-1.209954,Annual
Energy,Luxembourg,-9.326459,Annual
Energy,Switzerland,3.420021,Annual
Energy,G7,-3.633235,Annual
Energy,Italy,57.81971,Annual
Energy,OECD - Total,27.42527,Annual
Food,Germany,3.858218,Annual
Food,Italy,5.060095,Annual
Food,Luxembourg,3.604781,Annual
Food,Norway,1.836394,Annual
Food,Israel,2.311698,Annual
Food,Colombia,0.4148796,Annual
Food,Australia,28.3549,Annual
Food,France,32.82061,Annual
Food,Switzerland,32.71947,Annual
Food,European Union – 27 countries (from 01/02/2020),3.0,Annual
"Total less food, less energy",Italy,16.83278,Annual
"Total less food, less energy",Switzerland,2.88621,Annual
"Total less food, less energy",Norway,1.670712,Annual
"Total less food, less energy",New Zealand,17.15868,Annual
"Total less food, less energy",Japan,6.876436,Annual
"Total less food, less energy",Luxembourg,35.99139,Annual
"Total less food, less energy",Portugal,23.95967,Annual
"Total less food, less energy",Spain,57.64572,Annual
"Total less food, less energy",OECD - Total,56.19426,Annual
Total,Canada,2.14876,Annual
Total,Finland,4.940588,Annual
Total,Hungary,23.65572,Annual
Total,Japan,-0.7,Annual
Total,New Zealand,0.6462373,Annual
Total,Spain,1.674981,Annual
Total,United States,3.212435,Annual
Total,Indonesia,15.47988,Annual
Total,Israel,12.02224,Annual
Total,OECD - Europe,2.377002,Annual
Total,France,7.780481,Annual
Total,Hungary,13.8137,Annual
Total,Sweden,8.113137,Annual
Total,Indonesia,7.059543,Annual
Energy,Australia,12.85172,Annual
Energy,Canada,-1.608187,Annual
Energy,Italy,0.5160401,Annual
Energy,Luxembourg,13.4662,Annual
Energy,Spain,-1.237751,Annual
Energy,Switzerland,3.001072,Annual
Energy,OECD - Europe,12.66706,Annual
Energy,Italy,9.660297,Annual
Energy,Norway,33.44905,Annual
Energy,Switzerland,48.59312,Annual
Energy,Israel,54.00153,Annual
Energy,OECD - Europe,24.53414,Annual
Food,Austria,2.084429,Annual
Food,Finland,2.879282,Annual
Food,Korea,2.503675,Annual
Food,United States,0.3293091,Annual
Food,South Africa,15.65069,Annual
Food,Colombia,0.6887543,Annual
Food,Ireland,25.03754,Annual
Food,South Africa,1.99126,Annual
"Total less food, less energy",Luxembourg,2.450893,Annual
"Total less food, less energy",Canada,1.562716,Annual
"Total less food, less energy",Euro area (19 countries),2.4,Annual
"Total less food, less energy",United States,1.493711,Annual
"Total less food, less energy",Korea,2.53333,Annual
"Total less food, less energy",Estonia,5.431952,Annual
"Total less food, less energy",Australia,19.80958,Annual
"Total less food, less energy",Sweden,40.13852,Annual
Total,Austria,3.189511,Annual
Total,Czech Republic,0.3093646,Annual
Total,Greece,15.87707,Annual
Total,Netherlands,0.3166667,Annual
Total,Spain,5.731148,Annual
Total,Switzerland,-0.01320254,Annual
Total,India,11.86807,Annual
Total,Argentina,48.40938,Annual
Total,Finland,8.335651,Annual
Total,Hungary,4.761308,Annual
Total,Netherlands,19.22056,Annual
Total,New Zealand,53.4189,Annual
Total,Brazil,2.454162e-09,Annual
Total,Israel,0.005546615,Annual
Total,European Union – 27 countries (from 01/02/2020),3.6,Annual
Energy,Denmark,1.418675,Annual
Energy,France,9.411263,Annual
Energy,Japan,5.373601,Annual
Energy,New Zealand,1.665433,Annual
Energy,Switzerland,1.836897,Annual
Energy,G7,7.704128,Annual
Energy,Austria,37.8484,Annual
Energy,Hungary,53.49743,Annual
Energy,New Zealand,3.946372,Annual
Energy,United Kingdom,4.93926,Annual
Energy,G7,20.27192,Annual
Food,Finland,20.66641,Annual
Food,Iceland,7.980736,Annual
Food,Switzerland,0.3904558,Annual
Food,Chile,-1.924617,Annual
Food,South Africa,17.39384,Annual
Food,Germany,47.63792,Annual
Food,New Zealand,6.787203,Annual
Food,OECD - Total,43.69264,Annual
"Total less food, less energy",Mexico,3.238194,Annual
"Total less food, less energy",Switzerland,5.395813,Annual
"Total less food, less energy",Norway,1.696676,Annual
"Total less food, less energy",Austria,2.103691,Annual
"Total less food, less energy",United States,4.943952,Annual
"Total less food, less energy",New Zealand,5.312275,Annual
"Total less food, less energy",Hungary,3.402221,Annual
"Total less food, less energy",Colombia,17.11401,Annual
"Total less food, less energy",New Zealand,33.23764,Annual
"Total less food, less energy",United Kingdom,10.79214,Annual
"Total less food, less energy",Israel,59.33018,Annual
"Total less food, less energy",G7,58.98052,Annual
Total,Hungary,28.36959,Annual
Total,Japan,6.706903,Annual
Total,Luxembourg,3.094658,Annual
Total,Portugal,25.08278,Annual
Total,Russia,27.68569,Annual
Total,Colombia,6.996882,Annual
Total,Korea,35.3462,Annual
Total,New Zealand,33.20356,Annual
Total,Turkey,4.829229e-05,Annual
Total,Russia,16.80466,Annual
Energy,Canada,1.304763,Annual
Energy,Germany,3.274336,Annual
Energy,Italy,10.56479,Annual
Energy,Netherlands,-0.638918,Annual
Energy,Portugal,4.538263,Annual
Energy,Switzerland,1.836897,Annual
Energy,United States,0.2716337,Annual
Energy,G7,4.139126,Annual
Energy,Australia,18.35554,Annual
Energy,Canada,8.207416,Annual
Energy,Greece,44.18708,Annual
Energy,Japan,52.69167,Annual
Energy,Turkey,38.35251,Annual
Energy,OECD - Europe,20.44289,Annual
Food,Austria,3.21368,Annual
Food,Hungary,2.907989,Annual
Food,Netherlands,2.214762,Annual
Food,United Kingdom,1.3,Annual
Food,Estonia,5.044996,Annual
Food,Israel,6.575,Annual
Food,Costa Rica,8.914135,Annual
Food,France,27.55764,Annual
Food,Brazil,16.73029,Annual
"Total less food, less energy",Ireland,1.297358,Annual
"Total less food, less energy",Switzerland,1.637543,Annual
"Total less food, less energy",Israel,20.16954,Annual
"Total less food, less energy",Belgium,5.611719,Annual
"Total less food, less energy",Austria,2.350419,Annual
"Total less food, less energy",Belgium,51.81812,Annual
"Total less food, less energy",United Kingdom,13.34342,Annual
"Total less food, less energy",United States,23.70863,Annual
Total,Australia,3.478261,Annual
Total,France,5.831099,Annual
Total,Japan,1.4,Annual
Total,New Zealand,9.760275,Annual
Total,Sweden,11.4418,Annual
Total,Indonesia,6.415542,Annual
Total,Austria,19.48246,Annual
Total,Canada,47.86015,Annual
Total,Indonesia,3.556848,Annual
Total,Russia,7.085289,Annual
Energy,Austria,2.994851,Annual
Energy,Germany,-4.763047,Annual
Energy,Netherlands,-0.4763371,Annual
Energy,G7,7.145073,Annual
Energy,Finland,5.003071,Annual
Energy,Ireland,45.43064,Annual
Energy,New Zealand,45.03768,Annual
Energy,Sweden,27.78212,Annual
Food,Australia,5.140973,Annual
Food,Finland,2.020337,Annual
Food,Greece,3.598201,Annual
Food,Italy,1.400448,Annual
Food,Netherlands,0.6483377,Annual
Food,Spain,12.74922,Annual
Food,Sweden,15.02238,Annual
Food,United States,14.84899,Annual
Food,United States,3.469165,Annual
Food,G7,1.689033,Annual
Food,France,46.81648,Annual
Food,Poland,57.92352,Annual
Food,OECD - Total,57.72977,Annual
"Total less food, less energy",Switzerland,4.168009,Annual
"Total less food, less energy",Sweden,2.557605,Annual
"Total less food, less energy",Austria,6.075027,Annual
"Total less food, less energy",New Zealand,11.13622,Annual
"Total less food, less energy",Japan,2.771473,Annual
"Total less food, less energy",Russia,7.863333,Annual
"Total less food, less energy",Austria,55.47568,Annual
"Total less food, less energy",Mexico,0.2921091,Annual
Total,Australia,11.35182,Annual
Total,Austria,3.339167,Annual
Total,France,2.700817,Annual
Total,Italy,3.347834,Annual
Total,Netherlands,3.455331,Annual
Total,New Zealand,2.115656,Annual
Total,Turkey,6.046246,Annual
Total,China (People's Republic of),2.5,Annual
Total,Israel,0.4598161,Annual
Total,South Africa,3.538977,Annual
Total,Latvia,8.447392,Annual
Total,Canada,7.887806,Annual
Total,Finland,10.55888,Annual
Total,Luxembourg,15.51922,Annual
Total,Switzerland,58.82409,Annual
Total,South Africa,7.381501,Annual
Energy,Finland,12.55305,Annual
Energy,Iceland,0.09186637,Annual
Energy,Netherlands,7.912364,Annual
Energy,New Zealand,-1.706954,Annual
Energy,Chile,1.839817,Annual
Energy,Finland,38.26559,Annual
Energy,Iceland,34.31377,Annual
Energy,United Kingdom,15.88379,Annual
Food,Belgium,1.938696,Annual
Food,Korea,3.02351,Annual
Food,Netherlands,-0.05951433,Annual
Food,Portugal,24.82631,Annual
Food,South Africa,15.29175,Annual
Food,Canada,51.30142,Annual
Food,Mexico,57.57697,Annual
Food,Switzerland,29.86243,Annual
Food,Chile,49.71381,Annual
Food,European Union – 27 countries (from 01/02/2020),2.4,Annual
"Total less food, less energy",Israel,11.11901,Annual
"Total less food, less energy",Finland,2.196546,Annual
"Total less food, less energy",Australia,15.59393,Annual
"Total less food, less energy",Hungary,3.402221,Annual
"Total less food, less energy",G7,7.939447,Annual
"Total less food, less energy",Greece,18.48575,Annual
"Total less food, less energy",France,57.89074,Annual
Total,Australia,2.615385,Annual
Total,Austria,2.081269,Annual
Total,Canada,1.200369,Annual
Total,Greece,13.52886,Annual
Total,Iceland,2.044619,Annual
Total,Japan,0.1083333,Annual
Total,Turkey,7.923939,Annual
Total,Chile,35.13835,Annual
Total,South Africa,15.33477,Annual
Total,Colombia,30.34844,Annual
Total,Australia,6.663571,Annual
Total,Canada,6.090334,Annual
Total,Greece,29.57569,Annual
Total,Korea,1.454991,Annual
Total,Turkey,0.001627355,Annual
Total,European Union – 27 countries (from 01/02/2020),2.4,Annual
Energy,Canada,5.165589,Annual
Energy,Germany,7.205984,Annual
Energy,Norway,0.0457578,Annual
Energy,Switzerland,10.61506,Annual
Energy,OECD - Europe,21.46197,Annual
Energy,Austria,21.6224,Annual
Energy,Ireland,49.96785,Annual
Energy,Portugal,1.247307,Annual
Food,Austria,2.477108,Annual
Food,France,0.1571493,Annual
Food,Ireland,-2.074111,Annual
Food,Korea,10.9902,Annual
Food,Netherlands,1.31126,Annual
Food,Portugal,-0.2437629,Annual
Food,Switzerland,10.47204,Annual
Food,United States,3.731092,Annual
Food,Israel,13.31007,Annual
Food,Latvia,9.187933,Annual
Food,Austria,22.7797,Annual
Food,Spain,40.12757,Annual
Food,South Africa,7.014357,Annual
"Total less food, less energy",Italy,16.52274,Annual
"Total less food, less energy",Latvia,12.77488,Annual
"Total less food, less energy",OECD - Total,9.464405,Annual
"Total less food, less energy",Hungary,5.751668,Annual
"Total less food, less energy",Spain,14.74812,Annual
"Total less food, less energy",Turkey,15.26311,Annual
"Total less food, less energy",Ireland,56.62197,Annual
"Total less food, less energy",United States,58.6627,Annual
"Total less food, less energy",OECD - Europe,55.87408,Annual
Total,Canada,1.628151,Annual
Total,Greece,2.895001,Annual
Total,Norway,4.546144,Annual
Total,Spain,1.971078,Annual
Total,India,6.372881,Annual
Total,Israel,12.27874,Annual
Total,Colombia,22.58064,Annual
Total,Saudi Arabia,2.23629,Annual
Total,Austria,15.62764,Annual
Total,Luxembourg,34.51018,Annual
Total,Switzerland,51.23402,Annual
Total,Colombia,40.88204,Annual
Energy,Finland,-0.6402144,Annual
Energy,Hungary,7.354639,Annual
Energy,United States,-0.4051565,Annual
Energy,Israel,19.1417,Annual
Energy,Slovenia,2.203717,Annual
Energy,Russia,6.699167,Annual
Energy,Australia,33.97801,Annual
Energy,Italy,53.07527,Annual
Energy,Portugal,1.191612,Annual
Energy,Costa Rica,46.13684,Annual
Food,Australia,9.852309,Annual
Food,France,-0.8388023,Annual
Food,Hungary,16.11862,Annual
Food,Luxembourg,0.5589989,Annual
Food,Portugal,3.861902,Annual
Food,Spain,6.4993,Annual
Food,United States,0.7084755,Annual
Food,Israel,0.5399185,Annual
Food,South Africa,11.18421,Annual
Food,OECD - Europe,0.6855029,Annual
Food,Lithuania,3.04782,Annual
Food,Greece,58.14117,Annual
Food,Luxembourg,29.85972,Annual
Food,New Zealand,32.29664,Annual
Food,OECD - Total,13.03918,Annual
"Total less food, less energy",Luxembourg,0.9385236,Annual
"Total less food, less energy",France,3.18837,Annual
"Total less food, less energy",Canada,8.363771,Annual
"Total less food, less energy",Belgium,1.762235,Annual
"Total less food, less energy",Australia,4.393639,Annual
"Total less food, less energy",Korea,0.7365999,Annual
"Total less food, less energy",Colombia,4.275679,Annual
"Total less food, less energy",Korea,44.14025,Annual
"Total less food, less energy",United States,13.84609,Annual
Total,Canada,2.002025,Annual
Total,Czech Republic,2.853124,Annual
Total,France,9.459548,Annual
Total,Italy,16.9505,Annual
Total,Korea,23.11076,Annual
Total,Netherlands,3.287531,Annual
Total,Portugal,-0.83553,Annual
Total,United States,0.1186271,Annual
Total,India,8.858361,Annual
Total,Canada,14.867,Annual
Total,Greece,5.194711,Annual
Total,Turkey,0.0006087403,Annual
Total,India,35.15663,Annual
Total,South Africa,1.908847,Annual
Total,G7,30.60155,Annual
Energy,Denmark,2.846832,Annual
Energy,Germany,9.930252,Annual
Energy,Netherlands,-2.466213,Annual
Energy,United States,-6.584728,Annual
Energy,Russia,5.125,Annual
Energy,France,57.30533,Annual
Energy,Italy,5.469156,Annual
Energy,Sweden,18.02519,Annual
Energy,Slovenia,33.70135,Annual
Food,Austria,5.594259,Annual
Food,Germany,0.471863,Annual
Food,Hungary,2.973542,Annual
Food,Japan,1.200525,Annual
Food,New Zealand,5.777642,Annual
Food,Sweden,2.143203,Annual
Food,United Kingdom,3.671024,Annual
Food,Denmark,53.03047,Annual
Food,Netherlands,53.78244,Annual
Food,Switzerland,29.86243,Annual
"Total less food, less energy",France,12.50497,Annual
"Total less food, less energy",Sweden,1.840993,Annual
"Total less food, less energy",United States,2.385866,Annual
"Total less food, less energy",Slovak Republic,4.022893,Annual
"Total less food, less energy",Netherlands,4.208427,Annual
"Total less food, less energy",Czech Republic,3.631627,Annual
"Total less food, less energy",Costa Rica,17.27052,Annual
"Total less food, less energy",France,54.79096,Annual
"Total less food, less energy",New Zealand,12.88891,Annual
Total,Austria,5.436026,Annual
Total,Canada,0.1655629,Annual
Total,Korea,1.301377,Annual
Total,Netherlands,9.591417,Annual
Total,Norway,13.64296,Annual
Total,Sweden,4.728173,Annual
Total,Switzerland,0.5337878,Annual
Total,Estonia,8.744751,Annual
Total,G7,3.966668,Annual
Total,Austria,44.89326,Annual
Total,Greece,6.467731,Annual
Total,New Zealand,2.344818,Annual
Total,Switzerland,28.68859,Annual
Total,Turkey,5.520444,Annual
Total,Indonesia,3.556848,Annual
Total,OECD - Europe,27.37278,Annual
Energy,Belgium,27.60872,Annual
Energy,Denmark,2.10731,Annual
Energy,Italy,19.14269,Annual
Energy,Netherlands,-1.01542,Annual
Energy,United States,8.106455,Annual
Energy,OECD - Total,0.2559184,Annual
Energy,France,7.830741,Annual
Energy,Iceland,42.5731,Annual
Energy,South Africa,44.05075,Annual
Food,Canada,-1.010809,Annual
Food,Japan,2.249963,Annual
Food,Netherlands,1.889179,Annual
Food,Brazil,5.135868,Annual
Food,Colombia,22.54004,Annual
Food,Korea,46.871,Annual
Food,Latvia,47.86913,Annual
"Total less food, less energy",Belgium,4.169477,Annual
"Total less food, less energy",Austria,2.15617,Annual
"Total less food, less energy",OECD - Total,5.88808,Annual
"Total less food, less energy",Australia,9.171412,Annual
"Total less food, less energy",Italy,43.78124,Annual
"Total less food, less energy",OECD - Europe,19.36368,Annual
Total,Austria,1.075,Annual
Total,Czech Republic,0.3439886,Annual
Total,Hungary,34.81754,Annual
Total,New Zealand,3.742654,Annual
Total,Spain,3.039202,Annual
Total,Chile,2.489398,Annual
Total,Russia,11.64733,Annual
Total,OECD - Europe,8.370072,Annual
Total,G20,2.020128,Annual
Total,Iceland,39.16348,Annual
Total,New Zealand,25.0808,Annual
Total,Turkey,0.0006087403,Annual
Total,Indonesia,37.09566,Annual
Total,European Union – 27 countries (from 01/02/2020),3.6,Annual
Energy,Finland,1.765766,Annual
Energy,Italy,51.44718,Annual
Energy,Portugal,1.158749,Annual
Energy,Chile,0.3827924,Annual
Energy,Costa Rica,6.511254,Annual
Energy,Germany,50.14199,Annual
Energy,Italy,23.18739,Annual
Energy,Norway,33.44905,Annual
Energy,Costa Rica,46.13684,Annual
Energy,OECD - Europe,4.032835,Annual
Food,Czech Republic,6.91379,Annual
Food,Germany,2.271089,Annual
Food,Italy,7.244328,Annual
Food,Luxembourg,1.931746,Annual
Food,Portugal,2.311441,Annual
Food,United Kingdom,3.987903,Annual
Food,China (People's Republic of),2.3,Annual
Food,G7,1.033589,Annual
Food,Canada,22.75276,Annual
Food,Spain,4.770469,Annual
Food,Latvia,47.45205,Annual
"Total less food, less energy",Italy,16.42059,Annual
"Total less food, less energy",Sweden,2.692443,Annual
"Total less food, less energy",Germany,5.773224,Annual
"Total less food, less energy",Belgium,1.369301,Annual
"Total less food, less energy",Turkey,13.89549,Annual
"Total less food, less energy",Ireland,52.47877,Annual
"Total less food, less energy",Italy,46.20509,Annual
"Total less food, less energy",United States,58.6627,Annual
Total,France,15.39464,Annual
Total,New Zealand,3.573162,Annual
Total,Turkey,5.504109e-05,Annual
Total,Costa Rica,19.91209,Annual
Total,Russia,48.47925,Annual
Total,OECD - Total,57.03901,Annual
Energy,Finland,51.03611,Annual
Energy,Italy,12.86899,Annual
Energy,Norway,43.1888,Annual
Food,Austria,41.53022,Annual
Food,Greece,1.151842,Annual
Food,Turkey,0.00151657,Annual
Food,OECD - Europe,9.501717,Annual
Total,Belgium,2.839664,Annual
Total,Hungary,9.997744,Annual
Total,Italy,1.663458,Annual
Total,Sweden,3.387661,Annual
Total,India,11.86807,Annual
Total,South Africa,6.594604,Annual
Total,Colombia,2.018099,Annual
Total,Lithuania,3.722889,Annual
Energy,Denmark,9.502301,Annual
Energy,France,2.058704,Annual
Energy,Japan,-11.06547,Annual
Energy,New Zealand,2.057161,Annual
Energy,Sweden,5.474891,Annual
Energy,G7,9.676998,Annual
Energy,Euro area (19 countries),2.7,Annual
Food,Germany,1.710262,Annual
Food,Greece,5.034965,Annual
Food,Italy,1.091585,Annual
Food,Mexico,5.5347,Annual
Food,Netherlands,1.109284,Annual
Food,Israel,0.04241962,Annual
"Total less food, less energy",Ireland,-1.219679,Annual
"Total less food, less energy",France,12.15182,Annual
"Total less food, less energy",Italy,6.981233,Annual
"Total less food, less energy",Sweden,-0.9521449,Annual
"Total less food, less energy",United States,2.076324,Annual
"Total less food, less energy",United Kingdom,1.876615,Annual
"Total less food, less energy",Greece,20.87258,Annual
"Total less food, less energy",Lithuania,8.465707,Annual
Total,Denmark,2.182167,Annual
Total,France,13.64932,Annual
Total,Greece,16.39687,Annual
Total,Slovak Republic,-0.3252198,Annual
Total,United Kingdom,3.8,Annual
Total,China (People's Republic of),1.4,Annual
Total,Latvia,35.92471,Annual
Total,Canada,11.18646,Annual
Total,New Zealand,4.005359,Annual
Total,Portugal,1.320754,Annual
Total,Brazil,0.7329861,Annual
Energy,Belgium,6.142694,Annual
Energy,Greece,6.556059,Annual
Energy,Mexico,7.526831,Annual
Energy,Sweden,3.11126,Annual
Energy,Israel,-0.239952,Annual
Energy,Germany,14.01352,Annual
Energy,Korea,27.48547,Annual
Energy,Netherlands,14.10906,Annual
Energy,Colombia,39.81962,Annual
Food,Finland,3.875,Annual
Food,Hungary,2.779105,Annual
Food,Japan,5.790061,Annual
Food,New Zealand,0.3179494,Annual
Food,Sweden,1.871128,Annual
Food,China (People's Republic of),7.3,Annual
Food,Israel,0.9903752,Annual
Food,Lithuania,1.641284,Annual
Food,Greece,2.591645,Annual
Food,Spain,6.430779,Annual
Food,United States,55.94083,Annual
"Total less food, less energy",Mexico,27.18126,Annual
"Total less food, less energy",OECD - Europe,7.398481,Annual
"Total less food, less energy",Germany,0.8416129,Annual
"Total less food, less energy",Latvia,1.219808,Annual
"Total less food, less energy",Austria,1.942142,Annual
"Total less food, less energy",United States,2.385866,Annual
"Total less food, less energy",New Zealand,17.15868,Annual
"Total less food, less energy",Australia,1.269042,Annual
"Total less food, less energy",Belgium,49.20781,Annual
"Total less food, less energy",Switzerland,50.08529,Annual
Total,France,9.250559,Annual
Total,Greece,13.02428,Annual
Total,Ireland,1.525605,Annual
Total,Luxembourg,2.876323,Annual
Total,Netherlands,3.668919,Annual
Total,Spain,13.21413,Annual
Total,Switzerland,1.872469,Annual
Total,India,16.94082,Annual
Total,Colombia,26.58064,Annual
Total,Lithuania,4.130276,Annual
Total,Canada,31.59073,Annual
Total,New Zealand,2.986858,Annual
Total,Brazil,0.7329861,Annual
Total,OECD - Total,40.80225,Annual
Total,European Union – 27 countries (from 01/02/2020),1.4,Annual
Energy,Finland,-0.9052883,Annual
Energy,Germany,1.045105,Annual
Energy,Greece,17.18127,Annual
Energy,Italy,14.21564,Annual
Energy,Slovak Republic,12.88986,Annual
Energy,Turkey,2.519825,Annual
Energy,Slovenia,11.86918,Annual
Energy,Switzerland,22.30204,Annual
Energy,OECD - Total,8.893412,Annual
Food,Austria,5.320289,Annual
Food,Czech Republic,5.182568,Annual
Food,Germany,3.837435,Annual
Food,Japan,2.249963,Annual
Food,New Zealand,6.66855,Annual
Food,Spain,5.041992,Annual
Food,China (People's Republic of),0.0,Annual
Food,OECD - Europe,12.92376,Annual
Food,Saudi Arabia,6.466925,Annual
Food,Japan,15.26432,Annual
Food,Portugal,1.275302,Annual
Food,Turkey,0.08172336,Annual
"Total less food, less energy",Ireland,12.61414,Annual
"Total less food, less energy",Sweden,9.481594,Annual
"Total less food, less energy",United States,7.305749,Annual
"Total less food, less energy",Denmark,0.6498193,Annual
"Total less food, less energy",Netherlands,9.74105,Annual
"Total less food, less energy",Spain,2.481994,Annual
"Total less food, less energy",G7,1.558054,Annual
"Total less food, less energy",Greece,5.257476,Annual
"Total less food, less energy",Japan,27.82798,Annual
"Total less food, less energy",Portugal,6.991612,Annual
"Total less food, less energy",European Union – 27 countries (from 01/02/2020),1.0,Annual
Total,Austria,1.810359,Annual
Total,Finland,14.3427,Annual
Total,Germany,6.986428,Annual
Total,Iceland,32.03511,Annual
Total,Mexico,2.720641,Annual
Total,United Kingdom,4.960712,Annual
Total,South Africa,11.52648,Annual
Total,South Africa,6.13602,Annual
Total,OECD - Total,0.6846495,Annual
Total,Euro area (19 countries),0.3,Annual
Total,Canada,11.96998,Annual
Total,Ireland,27.7432,Annual
Total,Netherlands,15.98233,Annual
Total,Israel,10.52587,Annual
Energy,Denmark,-4.59669,Annual
Energy,Germany,16.22428,Annual
Energy,Japan,0.9187965,Annual
Energy,Mexico,6.043523,Annual
Energy,Slovak Republic,12.88986,Annual
Energy,Netherlands,48.05894,Annual
Energy,Spain,28.97718,Annual
Energy,Latvia,38.55302,Annual
Food,Austria,6.297605,Annual
Food,Finland,12.86199,Annual
Food,Korea,4.425274,Annual
Food,Spain,4.872765,Annual
Food,Sweden,15.02238,Annual
Food,Switzerland,0.4341124,Annual
Food,Russia,4.325421,Annual
Food,Lithuania,3.542899,Annual
Food,Hungary,12.61559,Annual
Food,Portugal,1.846538,Annual
Food,United Kingdom,59.7,Annual
Food,OECD - Total,7.726597,Annual
"Total less food, less energy",Ireland,1.130454,Annual
"Total less food, less energy",Portugal,2.917926,Annual
